id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1011,4.24,1.82,8850,9153,304,Car,2,410.08,32.29,35.56,33.85,44.96,1.39,-1.00,0
1012,7.07,2.22,8854,9189,336,Car,1,409.88,29.52,32.04,30.60,176.26,5.83,20.22,0
1013,4.65,1.92,8867,9149,283,Car,1,408.18,35.43,37.07,36.21,85.16,2.30,-1.00,0
1014,4.55,1.82,8890,9173,284,Car,1,410.18,36.03,36.59,36.25,30.54,0.84,37.84,0
1015,4.95,1.92,8890,9205,316,Car,2,409.06,31.90,32.80,32.48,47.17,1.48,-1.00,0
1016,4.24,1.72,8893,9164,272,Car,2,408.36,35.99,39.67,37.69,59.11,1.64,-1.00,0
1017,4.75,1.92,8919,9330,412,Car,1,410.08,24.38,25.70,24.95,78.96,3.07,-1.00,0
1018,3.74,1.82,8921,9224,304,Car,1,410.66,33.40,34.64,33.90,116.34,3.36,-1.00,0
1019,4.55,1.82,8922,9196,275,Car,2,410.39,36.25,39.21,37.48,38.53,1.06,-1.00,0
1020,4.85,1.92,8935,9216,282,Car,1,410.57,35.87,37.83,36.54,55.52,1.52,36.63,0
1021,5.05,1.92,8973,9284,312,Car,1,409.90,32.26,33.86,32.96,40.29,1.19,4.79,1
1022,4.14,1.72,8974,9314,341,Car,2,411.65,28.42,32.58,30.28,104.76,3.68,-1.00,0
1023,4.95,2.02,8988,9283,296,Car,2,410.51,32.68,37.83,34.82,91.42,2.79,-1.00,0
1024,3.44,1.62,9024,9357,334,Car,2,411.12,29.56,32.48,30.88,50.49,1.63,61.24,0
1025,4.85,1.92,9027,9305,279,Car,2,410.00,36.13,37.96,36.89,28.75,0.76,13.90,0
1026,16.78,2.50,9035,9420,386,Truck,2,373.61,23.12,25.15,24.28,173.55,7.41,-1.00,0
1027,4.04,1.82,9037,9456,420,Car,2,409.76,22.88,25.39,24.46,32.89,1.30,49.00,0
1028,4.14,1.72,9048,9358,311,Car,1,410.04,31.73,34.79,33.09,90.65,2.76,72.54,0
1029,4.55,1.82,9059,9390,332,Car,2,410.16,29.65,32.61,31.00,35.88,1.18,193.41,0
1030,4.24,1.82,9082,9373,292,Car,1,408.27,33.95,36.58,35.09,210.35,5.77,296.31,0
1031,4.14,1.82,9084,9367,284,Car,2,410.74,34.50,37.50,36.31,78.39,2.27,-1.00,0
1032,4.55,1.72,9093,9433,341,Car,2,409.07,28.42,32.04,30.09,34.76,1.22,-1.00,0
1033,5.05,1.92,9094,9382,289,Car,2,411.05,32.94,38.03,35.71,9.34,0.28,60.58,0
1034,10.00,2.50,9103,9538,436,Truck,2,408.22,21.90,25.37,23.47,48.52,2.21,-1.00,0
1035,7.68,2.43,9108,9452,345,Car,1,410.87,28.92,30.94,29.87,134.42,4.52,25.74,0
1036,4.65,1.92,9116,9413,298,Car,1,409.78,32.63,35.96,34.51,68.09,2.04,32.44,0
1037,4.75,1.92,9117,9469,353,Car,2,409.74,27.01,31.04,29.12,23.51,0.87,-1.00,0
1038,4.85,1.82,9147,9425,279,Car,2,409.07,34.35,38.96,36.81,23.68,0.68,3.30,1
1039,4.65,1.82,9148,9555,408,Car,2,410.07,24.08,26.73,25.20,10.15,0.42,5.55,0
1040,4.24,1.72,9177,9581,405,Car,2,410.88,24.66,26.09,25.44,21.53,0.86,22.49,0
1041,16.47,2.50,9182,9599,418,Truck,1,408.30,23.83,25.20,24.48,71.21,2.84,-1.00,0
1042,4.45,1.82,9193,9502,310,Car,2,402.83,32.26,34.06,32.60,47.04,1.41,16.40,0
1043,3.74,1.72,9196,9551,356,Car,1,408.49,28.22,29.51,28.78,18.68,0.66,-1.00,0
1044,5.66,2.12,9205,9503,299,Car,1,409.63,34.07,34.66,34.38,173.53,5.04,416.52,0
1045,4.85,1.92,9224,9497,274,Car,2,409.92,36.24,39.12,37.56,104.09,2.79,284.55,0
1046,4.85,1.92,9228,9516,289,Car,1,401.71,33.93,36.46,34.89,23.05,0.64,15.67,1
1047,4.75,1.92,9228,9585,358,Car,1,409.72,28.02,29.31,28.70,33.53,1.17,169.60,0
1048,4.04,1.82,9260,9561,302,Car,2,410.90,32.73,35.10,34.14,70.81,2.02,42.47,0
1049,14.35,2.50,9268,9711,444,Truck,1,407.70,22.30,23.69,23.01,72.73,3.08,-1.00,0
1050,4.85,2.02,9275,9629,355,Car,1,408.61,27.79,29.60,28.87,44.03,1.55,80.35,0
1051,5.26,1.92,9279,9581,303,Car,1,410.55,32.87,35.96,34.01,64.94,1.97,-1.00,0
1052,3.44,1.72,9298,9622,325,Car,2,410.13,30.26,33.10,31.65,46.18,1.47,-1.00,0
1053,4.65,2.02,9300,9655,356,Car,1,409.24,28.07,29.22,28.83,24.33,0.85,31.87,0
1054,4.35,1.82,9311,9628,318,Car,1,409.44,31.36,33.11,32.30,36.07,1.09,161.22,0
1055,4.75,1.92,9318,9647,330,Car,1,410.79,31.02,31.50,31.23,11.63,0.37,5.51,1
1056,4.24,1.72,9326,9659,334,Car,2,410.54,30.37,31.77,30.84,30.12,0.97,42.48,0
1057,4.65,1.82,9339,9610,272,Car,2,407.56,36.69,38.17,37.62,162.53,4.38,-1.00,0
1058,4.45,1.92,9345,9711,367,Car,2,408.98,27.10,29.71,27.95,145.24,5.17,48.53,0
1059,4.65,1.82,9352,9681,330,Car,1,410.68,30.13,33.71,31.22,31.04,0.98,17.95,0
1060,4.75,1.82,9353,9632,280,Car,2,408.32,35.07,37.66,36.61,16.41,0.46,-1.00,0
1061,4.75,2.02,9364,9710,347,Car,1,410.46,28.90,30.14,29.67,51.77,1.73,47.01,0
1062,18.80,2.50,9371,9824,454,Truck,1,407.79,21.99,23.15,22.51,78.09,3.38,-1.00,0
1063,4.45,1.82,9382,9699,318,Car,1,408.12,31.01,34.21,32.20,19.11,0.60,12.21,0
1064,3.74,1.72,9391,9737,347,Car,1,411.10,29.25,30.43,29.71,27.52,0.92,69.49,0
1065,4.85,2.02,9411,9716,306,Car,1,403.26,30.96,34.84,33.08,23.75,0.75,10.26,0
1066,4.65,1.82,9413,9763,351,Car,1,410.94,29.13,29.55,29.37,22.02,0.75,131.93,0
1067,4.24,1.82,9439,9750,312,Car,1,407.48,29.21,34.59,32.76,27.78,0.95,13.57,0
1068,4.65,2.02,9442,9728,287,Car,2,408.75,35.08,36.65,35.76,96.52,2.68,22.23,0
1069,5.05,2.22,9442,9786,345,Car,1,409.32,28.68,31.88,29.76,18.83,0.64,9.58,0
1070,16.17,2.50,9444,9897,454,Truck,1,408.14,22.19,23.26,22.55,49.84,2.24,128.07,0
1071,4.95,1.82,9459,9786,328,Car,1,410.22,29.49,33.05,31.38,21.18,0.71,-1.00,0
1072,4.65,2.02,9478,9825,348,Car,1,410.53,29.07,30.52,29.60,41.66,1.38,25.32,0
1073,3.84,1.82,9480,9933,454,Car,1,409.28,21.95,23.12,22.59,26.87,1.20,49.87,0
1074,4.75,1.92,9483,9761,279,Car,2,410.66,35.30,37.99,36.95,44.81,1.18,27.69,0
1075,5.15,1.92,9483,9822,340,Car,1,409.89,29.09,32.51,30.24,22.10,0.73,54.21,0
1076,4.65,1.82,9500,9851,352,Car,1,410.28,27.88,31.11,29.24,15.17,0.54,81.42,0
1077,4.35,1.92,9505,9964,460,Car,1,409.46,21.73,23.07,22.31,18.47,0.80,54.30,0
1078,4.55,2.02,9533,9908,376,Car,1,408.65,26.06,28.61,27.26,30.93,1.09,382.80,0
1079,4.14,1.82,9553,9895,343,Car,1,410.25,29.34,31.26,30.01,77.11,2.57,43.14,0
1080,4.55,1.82,9562,9870,309,Car,2,409.14,32.20,34.40,33.23,107.82,3.35,-1.00,0
1081,4.65,1.92,9565,9951,387,Car,1,411.10,24.75,30.01,26.63,27.72,1.03,14.87,0
1082,4.55,1.82,9571,10015,445,Car,1,409.02,22.01,24.61,23.05,42.37,1.86,24.55,0
1083,4.65,2.02,9582,9956,375,Car,1,410.25,25.88,30.15,27.43,31.47,1.04,-1.00,0
1084,5.36,2.12,9600,10001,402,Car,1,408.97,23.17,30.00,25.50,28.74,1.09,16.03,0
1085,4.45,1.72,9601,9895,295,Car,2,409.85,33.72,36.30,34.87,30.75,0.85,17.50,0
1086,4.85,2.12,9608,10050,443,Car,1,409.39,21.98,25.48,23.16,23.38,1.05,22.03,0
1087,4.04,1.92,9612,9982,371,Car,1,409.71,26.09,30.78,27.70,25.27,0.91,13.94,0
1088,3.84,1.72,9625,9937,313,Car,2,411.18,31.46,34.48,32.97,29.73,0.94,-1.00,1
1089,3.03,1.72,9629,9995,367,Car,2,410.30,26.98,29.24,28.04,29.88,1.07,-1.00,0
1090,4.75,2.02,9629,10006,378,Car,1,409.82,26.35,28.72,27.19,12.10,0.44,3.23,1
1091,3.64,1.82,9647,10087,441,Car,1,408.01,21.39,25.95,23.19,25.42,1.14,23.06,0
1092,4.45,1.92,9649,10037,389,Car,1,408.65,24.70,30.32,26.33,14.60,0.56,104.66,0
1093,5.05,1.82,9652,9937,286,Car,2,401.81,34.05,35.84,35.27,61.60,1.72,-1.00,1
1094,4.65,1.92,9653,9970,318,Car,2,410.19,30.82,33.66,32.37,23.73,0.71,-1.00,0
1095,4.95,1.92,9654,10047,394,Car,1,409.65,24.01,29.81,26.07,22.32,0.78,20.04,0
1096,4.65,1.82,9671,9972,302,Car,2,411.47,33.17,35.38,34.19,22.76,0.68,-1.00,0
1097,5.15,2.02,9674,10054,381,Car,1,409.40,24.85,30.30,26.95,12.01,0.48,7.58,0
1098,4.85,1.92,9691,10083,393,Car,1,410.01,24.33,30.23,26.15,28.33,1.16,13.32,0
1099,4.95,2.02,9700,10094,395,Car,1,409.59,25.15,27.91,26.00,25.91,0.92,74.22,0
1100,4.95,1.92,9712,10106,395,Car,1,409.22,21.59,32.09,25.97,11.92,0.54,6.10,0
1101,2.93,1.72,9718,10016,299,Car,2,405.84,33.47,34.90,34.06,42.55,1.23,7.48,1
1102,4.85,1.92,9727,10123,397,Car,1,410.89,24.14,30.82,25.95,28.39,1.14,14.58,0
1103,4.95,1.92,9747,10060,314,Car,2,410.58,31.68,33.62,32.81,33.12,1.04,18.58,0
1104,4.55,1.82,9765,10158,394,Car,1,410.31,23.38,31.65,26.12,18.71,0.75,7.82,0
1105,4.14,1.82,9778,10173,396,Car,1,409.59,22.94,30.91,25.93,9.24,0.36,12.17,0
1106,5.15,2.32,9780,10154,375,Car,1,409.93,25.82,30.76,27.41,56.25,2.16,17.59,0
1107,5.26,2.02,9811,10194,384,Car,1,402.43,24.17,30.72,26.28,9.36,0.38,14.25,1
1108,4.24,1.92,9822,10179,358,Car,1,407.59,26.82,32.25,28.55,23.33,0.86,14.43,1
1109,4.35,1.82,9824,10124,301,Car,2,409.68,32.54,35.68,34.16,140.74,4.11,796.49,0
1110,4.45,1.92,9833,10140,308,Car,2,410.74,32.99,34.78,33.47,103.97,3.13,140.40,0
1111,4.45,1.92,9843,10150,308,Car,1,345.08,24.95,31.21,28.11,40.47,1.53,8.56,0
1112,4.45,1.82,9848,10217,370,Car,1,410.32,25.08,33.81,27.81,21.33,0.83,9.44,0
1113,4.04,1.82,9861,10176,316,Car,2,409.67,30.94,34.74,32.53,32.39,1.04,-1.00,0
1114,4.14,1.82,9879,10241,363,Car,1,409.11,25.31,32.86,28.26,58.33,1.99,21.70,0
1115,4.95,2.02,9894,10233,340,Car,1,409.67,25.67,33.98,30.23,27.81,1.06,9.82,1
1116,4.45,1.92,9909,10200,292,Car,2,410.59,33.99,36.46,35.29,105.88,2.95,134.21,0
1117,4.35,1.92,9915,10196,282,Car,2,410.18,35.81,36.96,36.51,324.68,9.03,346.98,0
1118,5.56,2.02,9917,10239,323,Car,2,412.18,31.16,33.09,32.02,65.17,2.09,-1.00,0
1119,4.95,1.92,9925,10252,328,Car,1,409.91,28.06,37.28,31.35,37.12,1.28,8.22,0
1120,3.44,1.72,9961,10233,273,Car,2,411.58,36.93,38.67,37.85,51.96,1.36,38.94,0
1121,19.00,2.50,9969,10403,435,Truck,1,405.57,23.04,23.93,23.37,92.68,3.87,-1.00,0
1122,5.56,2.32,9973,10304,332,Car,1,407.24,27.77,33.21,30.77,51.06,1.75,16.63,0
1123,4.65,1.82,9989,10274,286,Car,2,410.05,35.10,36.99,36.00,36.21,1.03,-1.00,0
1124,4.55,2.02,9989,10323,335,Car,1,408.05,26.27,34.04,30.55,11.66,0.40,9.66,0
1125,3.84,1.82,10003,10345,343,Car,1,408.08,28.90,31.28,29.85,127.61,4.39,37.90,0
1126,4.14,1.72,10005,10293,289,Car,2,412.12,34.85,36.58,35.79,18.94,0.53,118.14,0
1127,3.74,1.72,10008,10337,330,Car,2,410.09,29.72,32.28,31.17,132.78,4.46,-1.00,0
1128,4.45,2.02,10022,10352,331,Car,1,408.38,26.77,34.47,30.95,26.68,0.99,13.34,0
1129,3.03,1.72,10032,10360,329,Car,2,409.66,30.19,32.42,31.24,24.88,0.82,390.34,0
1130,4.04,1.82,10070,10385,316,Car,1,401.99,29.65,34.58,31.92,50.60,1.70,16.99,1
1131,4.75,1.92,10079,10405,327,Car,2,412.09,30.61,33.16,31.61,199.70,6.52,-1.00,0
1132,6.47,2.32,10086,10440,355,Car,1,407.45,28.27,29.38,28.78,28.50,0.97,-1.00,0
1133,4.95,1.82,10108,10400,293,Car,2,408.83,33.48,35.95,35.02,139.21,4.15,-1.00,0
1134,4.95,1.92,10114,10426,313,Car,1,407.70,30.48,35.85,32.68,52.64,1.48,20.11,0
1135,4.85,1.82,10145,10432,288,Car,2,410.49,33.79,37.12,35.78,46.19,1.33,24.01,1
1136,4.85,1.82,10162,10456,295,Car,1,408.56,32.16,36.94,34.76,33.62,1.03,12.92,0
1137,3.44,1.72,10162,10492,331,Car,2,410.80,29.88,32.87,31.13,25.45,0.79,-1.00,0
1138,4.24,1.72,10169,10460,292,Car,2,404.00,31.98,36.41,34.73,28.66,0.89,294.41,1
1139,4.45,1.82,10171,10485,315,Car,1,408.05,31.89,32.95,32.50,54.09,1.66,12.85,0
1140,4.24,2.02,10174,10545,372,Car,1,408.04,27.11,28.24,27.51,150.72,5.55,37.22,0
1141,4.55,1.92,10200,10513,314,Car,1,407.03,31.48,34.23,32.53,26.16,0.80,18.26,0
1142,4.55,1.82,10228,10528,301,Car,2,409.88,33.47,35.85,34.17,47.09,1.34,20.35,1
1143,4.14,1.82,10232,10558,327,Car,1,409.31,31.03,32.34,31.41,41.09,1.27,-1.00,0
1144,16.78,2.50,10232,10646,415,Truck,2,409.48,24.13,25.45,24.74,170.97,7.08,-1.00,0
1145,2.83,1.72,10238,10570,333,Car,2,411.79,29.65,32.38,31.02,21.72,0.72,-1.00,0
1146,4.24,1.82,10255,10554,300,Car,1,406.29,33.26,35.36,33.98,126.76,3.68,103.91,0
1147,4.85,1.92,10262,10556,295,Car,2,400.98,32.91,35.32,34.12,39.18,1.19,-1.00,0
1148,4.45,1.92,10273,10609,337,Car,1,407.91,30.08,31.36,30.37,47.52,1.51,-1.00,0
1149,4.55,1.82,10273,10612,340,Car,2,410.70,29.00,31.51,30.30,36.71,1.26,-1.00,0
1150,4.85,1.82,10279,10580,302,Car,2,411.81,32.56,36.06,34.22,20.61,0.62,74.42,0
1151,4.35,1.92,10302,10599,298,Car,1,408.76,34.08,35.05,34.43,56.07,1.64,61.97,0
1152,4.45,1.92,10306,10775,470,Car,1,408.30,21.38,22.30,21.77,21.34,0.97,-1.00,0
1153,4.24,1.82,10329,10665,337,Car,1,398.28,27.95,30.18,29.65,62.23,2.22,55.07,1
1154,4.85,1.92,10353,10652,300,Car,1,406.02,33.02,34.87,33.97,64.07,1.85,306.71,0
1155,4.14,1.72,10371,10672,302,Car,2,409.16,33.18,35.02,34.00,114.07,3.42,-1.00,0
1156,5.66,2.32,10374,10685,312,Car,1,407.45,32.13,34.55,32.77,24.44,0.70,8.17,1
1157,5.96,2.12,10391,10674,284,Car,2,399.62,34.98,35.54,35.32,89.22,2.53,21.75,0
1158,4.95,1.92,10408,10696,289,Car,1,406.62,33.81,35.85,35.31,54.72,1.59,26.05,0
1159,4.85,2.02,10426,10710,285,Car,1,405.58,34.03,36.38,35.71,14.80,0.43,20.27,0
1160,4.04,1.72,10427,10777,351,Car,1,407.89,28.52,29.38,29.15,68.65,2.35,-1.00,0
1161,3.39,1.72,10430,10742,313,Car,2,410.80,32.20,33.83,32.93,53.95,1.67,-1.00,0
1162,4.45,1.82,10447,10796,350,Car,1,406.24,28.54,29.45,29.11,15.78,0.54,53.06,0
1163,4.75,1.92,10460,10739,280,Car,2,409.57,34.48,37.70,36.72,95.72,2.54,34.14,0
1164,4.35,1.82,10465,10822,358,Car,1,406.40,25.03,30.10,28.47,16.50,0.55,8.94,1
1165,4.45,1.82,10485,10820,336,Car,1,407.23,29.69,30.93,30.40,19.13,0.62,16.33,0
1166,18.19,2.50,10487,10949,463,Truck,1,406.35,21.70,22.30,22.00,17.91,0.81,333.13,0
1167,18.75,2.50,10499,10926,428,Truck,2,406.70,23.48,24.43,23.82,16.95,0.70,-1.00,0
1168,4.65,1.82,10506,10880,375,Car,2,402.70,24.30,30.28,26.94,19.51,0.66,-1.00,1
1169,4.35,1.92,10510,10815,306,Car,1,409.21,33.15,34.25,33.56,119.20,3.48,-1.00,0
1170,3.84,1.72,10511,10820,310,Car,2,410.17,32.18,33.72,33.20,67.50,2.09,198.65,1
1171,4.24,1.82,10517,10857,341,Car,1,408.95,29.47,30.89,30.09,35.91,1.16,211.95,0
1172,3.74,1.72,10536,10948,413,Car,1,408.18,22.52,28.62,24.78,28.74,1.19,15.60,1
1173,4.04,1.82,10538,10846,309,Car,1,409.90,32.61,34.24,33.29,34.81,1.05,40.77,0
1174,4.75,1.92,10544,10859,316,Car,2,401.40,29.94,32.98,31.87,36.75,1.22,-1.00,1
1175,14.35,2.50,10551,11060,510,Truck,2,408.33,19.45,20.25,20.06,35.64,1.77,-1.00,0
1176,16.67,2.50,10562,10983,422,Truck,2,406.90,23.95,24.54,24.18,36.35,1.51,-1.00,0
1177,4.95,2.12,10563,10881,319,Car,1,399.08,30.40,32.74,31.40,33.42,1.09,19.10,1
1178,4.45,1.82,10564,10886,323,Car,2,410.24,29.34,34.42,31.86,21.35,0.72,27.75,0
1179,18.90,2.50,10580,10994,415,Truck,1,383.68,22.85,23.74,23.18,16.11,0.68,16.17,1
1180,5.15,2.02,10600,10912,313,Car,2,408.79,30.06,36.90,32.77,32.92,0.90,14.79,0
1181,5.15,2.22,10601,10899,299,Car,1,409.01,33.34,35.31,34.32,64.44,1.89,27.31,0
1182,4.04,1.72,10622,10909,288,Car,1,402.66,33.29,38.22,35.09,15.22,0.45,8.39,0
1183,17.48,2.50,10629,11076,448,Truck,1,407.75,22.38,23.17,22.81,30.24,1.31,95.32,0
1184,4.24,1.82,10635,10971,337,Car,2,408.15,29.38,31.48,30.39,37.62,1.28,-1.00,0
1185,3.74,1.72,10656,10996,341,Car,2,410.85,28.95,31.24,30.22,22.76,0.78,114.17,0
1186,4.85,1.92,10676,10942,267,Car,1,399.26,36.62,38.71,37.55,45.90,1.24,12.20,1
1187,4.45,1.82,10680,11020,341,Car,2,408.61,29.58,31.42,30.06,19.30,0.65,30.96,0
1188,16.67,2.50,10698,11107,410,Truck,2,407.36,24.57,25.59,24.91,108.08,4.31,196.96,0
1189,4.75,1.77,10704,11045,342,Car,2,407.92,29.13,31.85,29.92,22.72,0.76,36.14,0
1190,4.35,1.82,10710,10998,289,Car,1,408.14,34.98,36.15,35.45,28.06,0.80,2.30,1
1191,3.94,1.72,10713,11146,434,Car,1,408.15,22.12,24.38,23.57,58.70,2.57,43.36,0
1192,3.84,1.72,10715,11106,392,Car,2,410.03,23.53,28.03,26.23,11.79,0.44,5.44,1
1193,4.55,1.92,10730,11087,358,Car,2,409.84,28.04,29.13,28.72,28.44,1.01,-1.00,0
1194,4.35,1.82,10744,11099,356,Car,2,403.83,27.82,29.02,28.45,11.67,0.42,-1.00,0
1195,4.45,1.82,10752,11181,430,Car,1,408.81,22.16,26.05,23.84,26.66,1.18,20.27,0
1196,16.47,2.50,10754,11199,446,Truck,2,406.95,21.43,23.34,22.87,24.52,1.05,49.35,0
1197,4.65,1.82,10756,11111,356,Car,1,409.32,28.37,29.47,28.84,62.15,2.11,18.70,0
1198,4.14,1.72,10760,11127,368,Car,2,409.59,27.31,29.67,27.91,12.85,0.46,136.36,0
1199,4.55,2.12,10762,11035,274,Car,1,407.81,34.97,39.15,37.36,47.00,1.31,21.81,0
1200,4.45,1.82,10772,11154,383,Car,2,410.93,26.40,27.57,26.91,45.24,1.71,21.34,0
1201,4.45,1.72,10795,11184,390,Car,2,410.88,25.83,26.81,26.42,19.79,0.76,88.98,0
1202,5.46,1.92,10807,11177,371,Car,2,405.61,26.31,29.51,27.42,41.76,1.52,617.54,0
1203,4.24,1.82,10822,11106,285,Car,1,408.30,35.38,36.81,35.96,90.34,2.47,203.39,0
1204,6.47,2.12,10843,11201,359,Car,2,411.76,27.73,29.37,28.77,16.68,0.58,10.75,0
1205,4.75,1.92,10862,11254,393,Car,2,410.36,25.60,26.97,26.18,64.27,2.51,-1.00,0
1206,4.85,1.92,10863,11153,291,Car,1,406.70,33.32,35.93,35.07,53.51,1.53,123.94,0
1207,3.94,1.82,10864,11219,356,Car,2,410.05,27.55,29.60,28.89,17.49,0.62,22.78,0
1208,5.26,2.02,10884,11286,403,Car,2,409.50,24.49,27.54,25.48,16.70,0.68,-1.00,0
1209,4.65,1.82,10903,11315,413,Car,2,408.96,24.27,25.91,24.83,12.11,0.48,10.58,0
1210,16.67,2.50,10903,11325,423,Truck,1,407.55,23.70,25.03,24.15,120.14,5.01,66.30,0
1211,9.60,2.50,10908,11356,449,Truck,2,411.55,21.92,23.62,23.00,134.27,5.83,75.28,0
1212,4.04,1.82,10912,11245,334,Car,2,409.95,29.58,31.76,30.79,26.42,0.88,11.49,0
1213,4.14,1.72,10926,11330,405,Car,2,403.50,24.27,26.86,24.98,17.86,0.67,16.85,0
1214,4.35,1.82,10933,11252,320,Car,1,409.95,31.11,33.33,32.15,95.35,2.86,38.45,1
1215,4.45,1.82,10952,11279,328,Car,2,409.69,30.61,31.81,31.33,38.53,1.21,17.25,0
1216,4.95,1.92,10957,11360,404,Car,2,410.82,23.61,27.85,25.50,21.74,0.79,13.01,0
1217,16.57,2.50,10963,11380,418,Truck,1,407.25,23.84,24.89,24.42,31.63,1.27,72.37,1
1218,4.45,1.82,10967,11274,308,Car,1,408.54,32.65,33.81,33.28,40.19,1.23,-1.00,0
1219,4.45,1.72,10975,11397,423,Car,2,410.76,23.24,25.74,24.34,34.23,1.44,17.63,0
1220,5.86,2.22,10979,11399,421,Car,1,408.77,23.70,25.50,24.34,11.35,0.45,18.44,0
1221,4.55,1.82,10982,11298,317,Car,2,408.06,32.10,32.61,32.30,19.85,0.62,17.39,0
1222,16.78,2.50,10985,11423,439,Truck,1,405.61,22.77,23.58,23.16,15.17,0.65,-1.00,0
1223,5.15,2.02,10993,11299,307,Car,1,408.86,32.34,34.59,33.43,29.55,0.86,61.86,0
1224,4.14,1.82,11016,11404,389,Car,2,409.41,24.72,28.69,26.39,18.92,0.73,14.08,0
1225,4.45,1.82,11017,11317,301,Car,1,399.97,32.46,34.82,33.35,24.43,0.74,158.60,1
1226,4.45,1.82,11024,11380,357,Car,2,407.56,27.07,30.27,28.63,17.06,0.62,26.02,1
1227,4.14,1.82,11025,11386,362,Car,1,407.65,26.38,31.94,28.24,12.02,0.42,3.58,1
1228,3.84,1.72,11037,11472,436,Car,1,408.86,23.07,23.91,23.51,40.50,1.74,49.73,0
1229,5.05,2.02,11049,11361,313,Car,1,409.03,31.52,33.04,32.78,38.42,1.20,97.61,0
1230,4.95,1.92,11050,11410,361,Car,2,410.80,26.30,31.14,28.54,6.64,0.24,8.08,1
1231,4.14,1.92,11052,11419,368,Car,1,400.55,26.67,28.68,27.30,19.79,0.72,8.71,0
1232,4.14,1.72,11065,11386,322,Car,2,410.28,30.47,33.52,31.97,25.00,0.78,6.33,0
1233,16.57,2.50,11079,11490,412,Truck,1,385.18,23.02,23.90,23.44,20.73,0.87,31.73,0
1234,4.85,1.92,11089,11417,329,Car,1,408.78,29.94,32.09,31.17,33.86,1.10,10.76,0
1235,5.05,2.02,11119,11457,339,Car,1,409.36,28.13,31.73,30.29,31.04,1.10,56.26,0
1236,16.78,2.50,11146,11562,417,Truck,2,409.45,24.21,25.40,24.62,148.50,6.02,104.79,0
1237,4.70,1.72,11150,11458,309,Car,2,409.56,32.76,34.20,33.27,66.22,1.98,10.56,0
1238,4.14,1.82,11154,11604,451,Car,1,408.90,22.17,24.32,22.72,18.82,0.84,-1.00,0
1239,5.26,2.02,11155,11519,365,Car,1,409.51,27.10,31.19,28.14,34.91,1.24,-1.00,0
1240,4.85,1.92,11170,11462,293,Car,2,409.56,34.80,35.55,35.08,14.51,0.41,6.26,1
1241,4.95,2.02,11215,11560,346,Car,1,402.00,28.28,30.06,29.14,48.88,1.72,23.60,1
1242,4.75,2.02,11218,11619,402,Car,1,408.48,23.98,27.15,25.48,9.85,0.40,4.87,0
1243,4.19,1.82,11222,11631,410,Car,1,408.51,24.57,25.59,24.98,113.96,4.60,50.40,0
1244,4.55,1.82,11228,11516,289,Car,2,408.79,34.92,36.43,35.50,73.47,2.07,25.44,1
1245,4.65,2.02,11238,11590,353,Car,1,408.95,28.25,31.34,29.06,22.32,0.75,40.69,0
1246,4.14,1.92,11239,11634,396,Car,1,407.02,23.35,28.08,25.77,8.58,0.35,9.20,0
1247,4.85,1.82,11241,11549,309,Car,2,410.04,32.68,34.39,33.31,17.39,0.53,-1.00,0
1248,4.95,1.92,11244,11508,265,Car,2,403.43,37.07,38.76,38.23,19.78,0.53,13.90,0
1249,3.94,1.82,11261,11653,393,Car,1,409.02,22.65,27.44,26.09,13.03,0.54,11.11,0
1250,5.15,2.02,11270,11623,354,Car,1,409.03,28.32,29.97,28.98,28.69,1.00,31.98,0
1251,5.15,1.82,11282,11561,280,Car,2,410.18,36.15,37.54,36.77,49.43,1.36,-1.00,0
1252,3.94,1.82,11282,11683,402,Car,1,408.83,24.79,25.97,25.50,47.25,1.90,46.21,0
1253,16.47,2.50,11288,11684,397,Truck,2,388.37,23.94,25.22,24.53,121.16,5.05,-1.00,0
1254,4.85,1.82,11293,11646,354,Car,1,409.16,28.06,29.72,28.99,19.07,0.67,21.81,0
1255,4.85,1.82,11312,11694,383,Car,1,400.96,24.62,27.49,26.25,43.43,1.70,15.56,0
1256,4.65,1.92,11315,11666,352,Car,1,408.96,28.13,29.89,29.14,17.60,0.62,16.35,0
1257,4.65,1.92,11329,11733,405,Car,1,408.50,24.49,25.55,25.29,44.02,1.78,68.65,0
1258,4.95,2.02,11336,11725,390,Car,1,408.28,24.99,27.56,26.25,18.08,0.68,21.44,0
1259,4.30,1.82,11350,11712,363,Car,1,409.18,27.28,29.53,28.27,36.24,1.28,-1.00,0
1260,6.67,2.50,11360,11781,422,Truck,1,406.94,24.04,24.32,24.17,22.81,0.94,-1.00,0
1261,4.65,1.92,11370,11737,368,Car,1,409.49,27.24,28.86,27.91,18.14,0.66,37.73,0
1262,4.55,1.92,11384,11748,365,Car,1,408.10,26.21,30.19,28.04,19.79,0.75,10.03,0
1263,4.50,1.82,11388,11702,315,Car,2,411.01,32.36,33.09,32.75,150.71,4.62,-1.00,1
1264,16.78,2.50,11393,11810,418,Truck,2,408.57,24.08,25.26,24.51,83.25,3.44,-1.00,0
1265,4.75,1.92,11397,11759,363,Car,1,408.03,26.36,29.18,28.19,18.23,0.66,19.36,0
